0, 0, Header, 1, 12, 192
1, 0, Start_track
1, 0, Copyright_t, "Copyright (C) 1991 by Voyetra Technologies"
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Tempo, 348837
1, 0, Key_signature, 0, "major"
1, 0, End_track
2, 0, Start_track
2, 0, MIDI_port, 0
2, 0, Title_t, "La Cucaracha        "
2, 0, End_track
3, 0, Start_track
3, 0, MIDI_port, 0
3, 0, Title_t, "Traditional         "
3, 0, End_track
4, 0, Start_track
4, 0, MIDI_port, 0
4, 0, Title_t, "Copyright (C) 1991  "
4, 0, End_track
5, 0, Start_track
5, 0, MIDI_port, 0
5, 0, Title_t, "Voyetra Technologies"
5, 0, End_track
6, 0, Start_track
6, 0, MIDI_port, 1
6, 0, Title_t, "Bass Drum           "
6, 0, Program_c, 9, 126
6, 384, Note_on_c, 9, 36, 127
6, 612, Note_off_c, 9, 36, 64
6, 864, Note_on_c, 9, 36, 127
6, 976, Note_off_c, 9, 36, 64
6, 1056, Note_on_c, 9, 36, 120
6, 1110, Note_off_c, 9, 36, 64
6, 1152, Note_on_c, 9, 36, 125
6, 1416, Note_off_c, 9, 36, 64
6, 1632, Note_on_c, 9, 36, 127
6, 1708, Note_off_c, 9, 36, 64
6, 1824, Note_on_c, 9, 36, 126
6, 1886, Note_off_c, 9, 36, 64
6, 1920, Note_on_c, 9, 36, 127
6, 2179, Note_off_c, 9, 36, 64
6, 2400, Note_on_c, 9, 36, 127
6, 2516, Note_off_c, 9, 36, 64
6, 2592, Note_on_c, 9, 36, 127
6, 2646, Note_off_c, 9, 36, 64
6, 2688, Note_on_c, 9, 36, 127
6, 2944, Note_off_c, 9, 36, 64
6, 3168, Note_on_c, 9, 36, 127
6, 3253, Note_off_c, 9, 36, 64
6, 3360, Note_on_c, 9, 36, 127
6, 3418, Note_off_c, 9, 36, 64
6, 3456, Note_on_c, 9, 36, 127
6, 3707, Note_off_c, 9, 36, 64
6, 3936, Note_on_c, 9, 36, 127
6, 4048, Note_off_c, 9, 36, 64
6, 4128, Note_on_c, 9, 36, 126
6, 4182, Note_off_c, 9, 36, 64
6, 4224, Note_on_c, 9, 36, 126
6, 4484, Note_off_c, 9, 36, 64
6, 4704, Note_on_c, 9, 36, 127
6, 4807, Note_off_c, 9, 36, 64
6, 4896, Note_on_c, 9, 36, 127
6, 4954, Note_off_c, 9, 36, 64
6, 4992, Note_on_c, 9, 36, 127
6, 5221, Note_off_c, 9, 36, 64
6, 5472, Note_on_c, 9, 36, 127
6, 5588, Note_off_c, 9, 36, 64
6, 5664, Note_on_c, 9, 36, 126
6, 5713, Note_off_c, 9, 36, 64
